"Product or process","Functional unit","Global warming potential per functional unit","Unit for 'Global warming potential' reporting","Country","Institution","System boundary","Included stages or activities","Impact categories","Ozone depletion potential per functional unit","Unit for 'Ozone depletion potential' reporting","Ozone formation per functional unit","Unit for 'Ozone formation' per functional unit","Ozone formation: human health per functional unit","Unit for 'Ozone formation: human health' reporting","Ozone formation: terrestrial ecosystems per functional unit","Unit for 'Ozone formation: terrestrial ecosystems' reporting","Photochemical oxidant creation potential
per functional unit","Unit for 'Photochemical oxidant creation potential' reporting","Acidification potential per functional unit","Unit for 'Acidification potential' reporting","Terrestrial acidification potential
per functional unit","Unit for 'Terrestrial acidification potential' reporting","Aquatic acidification potential
per functional unit","Unit for 'Aquatic acidification potential' reporting","Ocean acidification per functional unit","Unit for 'Ocean acidification' reporting","Eutrophication potential per functional unit","Unit for 'Eutrophication potential' reporting","Eutrophication potential: air per functional unit","Unit for 'Eutrophication potential: air' reporting","Eutrophication potential: water per functional unit","Unit for 'Eutrophication potential: water' reporting","Terrestrial eutrophication potential per functional unit","Unit for 'Terrestrial eutrophication potential' reporting","Marine eutrophication potential
per functional unit","Unit for 'Marine eutrophication potential' reporting","Freshwater eutrophication potential per functional unit","Unit for 'Freshwater eutrophication potential' reporting","Aquatic eutrophication potential
per functional unit","Unit for 'Aquatic eutrophication potential' reporting","Reactive nitrogen in water
per functional unit","Unit for 'Reactive nitrogen in water' reporting","Respiratory effects per functional unit","Unit for 'Respiratory effects' reporting","Particulate matter formation
per functional unit","Unit for 'Particulate matter formation' reporting","Respiratory
inorganics per functional unit","Unit for 'Respiratory
inorganics' reporting","Respiratory
organics
per functional unit","Unit for 'Respiratory
organics' reporting","Air pollution, sulfur dioxide
per functional unit","Unit for 'Air pollution, sulfur dioxide' reporting","Air pollution, nitrogen oxides
per functional unit","Unit for 'Air pollution, nitrogen oxides' reporting","Ecotoxicity potential
per functional unit","Unit for 'Ecotoxicity potential' reporting","Terrestrial ecotoxicity potential per functional unit","Unit for 'Terrestrial ecotoxicity potential' reporting","Freshwater aquatic ecotoxicity potential
per functional unit","Unit for 'Freshwater aquatic ecotoxicity potential' reporting","Marine aquatic ecotoxicity potential
per functional unit","Unit for 'Marine aquatic ecotoxicity potential' reporting","Aquatic ecotoxicity potential per functional unit","Unit for 'Aquatic ecotoxicity potential' reporting","Terrestrial ecotoxicity potential per functional unit 2","Unit for 'Terrestrial ecotoxicity potential' reporting 2","Human health: carcinogens
per functional unit","Unit for 'Human health: carcinogens reporting","Human health: non-carcinogens
per functional unit","Unit for 'Human health: non-carcinogens' reporting","Human toxicity potential
per functional unit","Unit for 'Human toxicity potential' reporting","Human toxicity potential: carcinogens
per functional unit","Unit for 'Human toxicity potential: carcinogens' reporting","Human toxicity potential: non-carcinogens per functional unit","Unit for 'Human toxicity potential: non-carcinogens' reporting","Total Malaria risk
per functional unit","Unit for 'Total malaria risk' reporting","Ionizing radiation per functional unit","Unit for 'Ionizing radiation' reporting","Ionizing radiation: human health per functional unit","Unit for 'Ionizing radiation: human health' reporting","Land use per functional unit","Unit for 'Land use' reporting","Agricultural land occupation per functional unit","Unit for 'Agricultural land occupation' reporting","Urban land occupation per functional unit","Unit for 'Urban land occupation' reporting","Land occupation
per functional unit","Unit for 'Land occupation' reporting","Natural land transformation per functional unit","Unit for 'Natural land transformation' reporting","Water use per functional unit","Unit for 'Water use' reporting","Blue water use per functional unit","Unit for 'Blue water use' reporting","Water scarcity per functional unit","Unit for 'Water scarcity' reporting","Scarce water use
per functional unit","Unit for 'Scarce water use' reporting","Water withdrawal per functional unit","Unit for 'Water withdrawal' reporting","Water footprint per functional unit","Unit for 'Water footprint' reporting","Metal depletion per functional unit","Unit for 'Metal depletion' reporting","Fossil depletion per functional unit","Unit for 'Fossil depletion' reporting","Abiotic fossil fuel depletion per functional unit","Unit for 'Abiotic fossil fuel depletion' reporting","Abiotic depletion potential: elements per functional unit","Unit for 'Abiotic depletion potential: elements' reporting","Abiotic depletion potential per functional unit","Unit for 'Abiotic depletion potential' reporting","Abiotic material extraction","Unit for 'Abiotic material extraction' reporting","Renewable energy carriers
per functional unit","Unit for 'Renewable energy carriers' reporting","Non-renewable energy carriers
per functional unit","Unit for 'Non-renewable energy carriers' reporting","Fossil energy carriers
per functional unit","Unit for 'Fossil energy carriers' reporting","Fossil fuels per functional unit","Unit for 'Fossil fuels' reporting","Minerals per functional unit","Unit for 'Minerals' reporting","Mineral resource scarcity per functional unit","Unit for 'Mineral resource scarcity' reporting","Fossil resource scarcity per functional unit","Unit for 'Fossil resource scarcity' reporting","Natural resource energy per functional unit","Unit for Natural resource energy' reporting","Resources: non-renewable per functional unit","Unit for 'Resources: non-renewable' reporting","Resources, renewable per functional unit","Unit for 'Resources: renewable' reporting","Resource use: energy carriers per fucntional unit","Unit for 'Resource use: energy carriers' reporting","Resource use: minerals and metals per functional unit","Unit for 'Resource use: minerals and metals' reporting","Resource use: fossils per functional unit","Unit for 'Resource use: fossils' reporting","Resource depletion per functional unit","Unit for 'Resource depletion' reporting","Cumulative energy demand per functional unit","Unit for 'Cumulative energy demand' reporting","Cumulative energy demand: non-renewable
per functional unit","Unit for 'Cumulative energy demand: non-renewable' reporting","Cumulative energy demand: renewable
per functional unit","Unit for 'Cumulative energy demand: renewable' reporting","Non-renewable energy use per functional unit","Unit for 'Non-renewable energy use' reporting","Primary energy consumption per functional unit","Unit for 'Primary energy consumption' reporting","Primary energy demand per functional unit","Unit for 'Primary energy demand' reporting","Hazardous waste
per functional unit","Unit for 'Hazardous waste' reporting","Heavy metals per functional unit","Unit for 'Heavy metals' reporting","Solid waste per functional unit","Unit for 'Solid waste' reporting","Human health
(Endpoint) per functional unit","Unit for 'Human health (Endpoint)' reporting","Resources (Endpoint) per functional unit","Unit for 'Resources (Endpoint)' reporting","Ecosystems (Endpoint) per functional unit","Unit for 'Ecosystems' reporting","Dissipated water per functional unit","Unit for 'Dissipated water' reporting","Resource depletion: water per functional unit","Unit for 'Resource depletion: water per functional unit' reporting","Species extinction risk per functional unit","Unit for 'Species extinction risk' reporting","References 2","Data sources copy 2"
"Products used for total knee arthroplasty (knee pack), knee pack packaging (patient and instrument table drape component), single-use","One use","3.43E-01"
"Products used for total knee arthroplasty (knee pack), light cover, single-use","One use","1.40E-02"
"Products used for total knee arthroplasty (knee pack), monopolar diathermy, single-use","One use","2.40E-01"
"Products used for total knee arthroplasty (knee pack), needle counter, single-use","One use","2.14E-01"
"Products used for total knee arthroplasty (knee pack), patient drape (90 x75 cm), single-use","One use","2.29E-01"
"Products used for total knee arthroplasty (knee pack), patient drape (240x150 cm), single-use","One use","1.16E+00"
"Products used for total knee arthroplasty (knee pack), patient drape (extremity, 230x325 cm), single-use","One use","1.64E+00"
"Products used for total knee arthroplasty (knee pack), patient drape (impervious, split, 152x177 cm), single-use","One use","6.44E-01"
"Products used for total knee arthroplasty (knee pack), patient drape (Mayo cover, 75x144 cm) x2, single-use","One use","8.42E-01"
"Products used for total knee arthroplasty (knee pack), patient drape (pouch fluid collection, 40x35 cm), single-use","One use","1.29E+00"
"Products used for total knee arthroplasty (knee pack), patient drape (stockinette, impervious, 30x120 cm), single-use","One use","5.84E-01"
"Products used for total knee arthroplasty (knee pack), skin marker pen, single-use","One use","2.20E-02"
"Products used for total knee arthroplasty (knee pack), suction tubing, single-use","One use","4.37E-01"
"Products used for total knee arthroplasty (knee pack), surgical blade (10) x3, single-use","One use","8.00E-03"
"Products used for total knee arthroplasty (knee pack), surgical gown, single-use","One use","1.09E+00"
"Products used for total knee arthroplasty (knee pack), swab gauze (10x7.5 cm) x5, single-use","One use","3.20E-02"
"Products used for total knee arthroplasty (knee pack), swab gauze (30x30 cm) x10, single-use","One use","1.35E-01"
"Products used for total knee arthroplasty (knee pack), table drape (140x90 cm), single-use","One use","1.41E+00"
"Products used for total knee arthroplasty (knee pack), table drape (fan folded, 140x190 cm), single-use","One use","1.04E+00"
"Products used for total knee arthroplasty (knee pack), towel dressing (2 in pack), single-use","One use","4.40E-02"
"Products used for total knee arthroplasty (knee pack), tray (small), single-use","One use","5.89E-01"
"Products used for total knee arthroplasty (knee pack), yankauer sucker, single-use","One use","6.60E-02"
"Products used for total knee arthroplasty, adhesive operative towel, single-use","One use","3.09E-01"
"Products used for total knee arthroplasty, adrenaline 1mg in 1 ml (1 ml)","One item","3.60E-02"
"Products used for total knee arthroplasty, all products","One procedure","8.55E+01"
"Products used for total knee arthroplasty, anatomical waste bin, single-use","One use","2.08E-01"
"Products used for total knee arthroplasty, basic major orthopedic set, reusable","One use","2.29E+00"
"Products used for total knee arthroplasty, batteries for knee navigation set (x3), single-use","One use","9.50E-02"
"Products used for total knee arthroplasty, bipolar diathermy, reusable","One use","2.23E-01"
"Products used for total knee arthroplasty, blunt hohman bone elevator, reusable","One use","1.99E-01"
"Products used for total knee arthroplasty, bone cement mix (with gentamicin)","One item","1.32E+01"
"Products used for total knee arthroplasty, bone cement mix (with tobramycin)","One item","1.32E+01"
"Products used for total knee arthroplasty, border dressing (6x8 cm), single-use","One use","1.10E-02"
"Products used for total knee arthroplasty, border dressing (10x30 cm), single-use","One use","4.80E-02"
"Products used for total knee arthroplasty, catheter tip syringe, single-use","One use","7.90E-02"
"Products used for total knee arthroplasty, cement mixing and delivery system, single-use","One use","1.32E+00"
"Products used for total knee arthroplasty, cement mixing bowl, single-use","One use","2.04E+00"
"Products used for total knee arthroplasty, chlorhexidine 2% from 500 ml bottle (150 ml)","One item","1.61E-01"
"Products used for total knee arthroplasty, chlorhexidine gluconate in 70% denatured ethanol with 4 ml red stain solution from 200 ml bottle (150 ml)","One item","9.83E-01"
"Products used for total knee arthroplasty, clear bin bag (linen laundering), single-use","One use","2.10E-02"
"Products used for total knee arthroplasty, clear waste bag (recycling) with cable tie, single-use","One use","6.60E-02"
"Products used for total knee arthroplasty, crepe bandage (15 cm wide), single-use","One use","6.06E-01"
"Products used for total knee arthroplasty, cruciate retaining femoral and tibial preparation and trialing set (size 1,2,7,8), reusable","One use","2.37E+00"
"Products used for total knee arthroplasty, cruciate retaining femoral and tibial trialing set (size 3-6), reusable","One use","2.23E+00"
"Products used for total knee arthroplasty, cruciate retaining femoral implant, single-use","One use","5.52E+00"
"Products used for total knee arthroplasty, diathermy bag, single-use","One use","7.50E-02"
"Products used for total knee arthroplasty, diathermy extras, reusable","One use","2.77E-01"
"Products used for total knee arthroplasty, diathermy lead, reusable","One use","2.21E-01"
"Products used for total knee arthroplasty, diathermy tip cleaner, single-use","One use","7.00E-02"
"Products used for total knee arthroplasty, diathermy tip, single-use","One use","1.70E-02"
"Products used for total knee arthroplasty, disinfectant sachet, single-use","One use","1.37E-01"
"Products used for total knee arthroplasty, disinfectant wipe, single-use","One use","1.40E-02"
"Products used for total knee arthroplasty, elasticated fabric dressing strip, single-use","One use","2.00E-03"
"Products used for total knee arthroplasty, femoral and tibial preparation set (size 3-6), reusable","One use","2.24E+00"
"Products used for total knee arthroplasty, gauze (individual piece), single-use","One use","3.70E-02"
"Products used for total knee arthroplasty, gauze (sterile pack), single-use","One use","2.01E-01"
"Products used for total knee arthroplasty, gloves (non-sterile, pair), single-use","One use","2.20E-02"
"Products used for total knee arthroplasty, high-vacuum wound drainage, single-use","One use","7.46E-01"
"Products used for total knee arthroplasty, incontinence pad, single-use","One use","2.01E-01"
"Products used for total knee arthroplasty, intravenous infusion giving set, single-use","One use","1.17E-01"
"Products used for total knee arthroplasty, iodinated povidone 10% w/w alcoholic tincture from 500 ml bottle (50 ml)","One item","9.20E-02"
"Products used for total knee arthroplasty, ketorolac tromethamine 30mg in 1 ml (1 ml)","One item","2.62E-01"
"Products used for total knee arthroplasty, knee navigation set, reusable","One use","2.25E+00"
"Products used for total knee arthroplasty, lanes tissue forceps, reusable","One use","1.99E-01"
"Products used for total knee arthroplasty, levobupivacaine 2.5mg/ml (10 ml)","One item","2.39E-01"
"Products used for total knee arthroplasty, light cover, reusable","One use","1.98E-01"
"Products used for total knee arthroplasty, light handle, reusable","One use","1.98E-01"
"Products used for total knee arthroplasty, marker pen and ruler, single-use","One use","2.40E-02"
"Products used for total knee arthroplasty, miscellaneous knee system set, reusable","One use","2.24E+00"
"Products used for total knee arthroplasty, monopolar diathermy, single-use","One use","1.48E-01"
"Products used for total knee arthroplasty, mop head, single-use","One use","2.53E-01"
"Products used for total knee arthroplasty, nail scrubbing brush, single-use","One use","4.50E-02"
"Products used for total knee arthroplasty, needle (green), single-use","One use","4.00E-03"
"Products used for total knee arthroplasty, needle (red), single-use","One use","6.00E-03"
"Products used for total knee arthroplasty, needle (white), single-use","One use","5.00E-03"
"Products used for total knee arthroplasty, non-toothed lamina spreader (large), reusable","One use","2.24E-01"
"Products used for total knee arthroplasty, non-toothed lamina spreader (small), reusable","One use","2.01E-01"
"Products used for total knee arthroplasty, odium chloride 0.9% (100 ml)","One item","1.16E-01"
"Products used for total knee arthroplasty, orange waste bag (infectious waste) with cable tie from scrub room, single-use","One use","1.02E-01"
"Products used for total knee arthroplasty, orange waste bag (infectious waste) with cable tie from theatre, single-use","One use","3.07E-01"
"Products used for total knee arthroplasty, orthopaedic surgical drill set, reusable","One use","2.26E+00"
"Products used for total knee arthroplasty, orthopedic hood, single-use, waste stream: infectious waste","One use","6.74E-01"
"Products used for total knee arthroplasty, orthopedic hood, single-use, waste stream: infectious waste and non-infectious offensive waste","One use","6.66E-01"
"Products used for total knee arthroplasty, patella preparation and trialing set, reusable","One use","2.24E+00"
"Products used for total knee arthroplasty, patient drape (adhesive split sheet), single-use","One use","9.90E-01"
"Products used for total knee arthroplasty, patient drape (clear U drape), single-use","One use","4.41E-01"
"Products used for total knee arthroplasty, patient drape (incise drape, with iodine), single-use","One use","2.40E-01"
"Products used for total knee arthroplasty, patient drape (incise drape), single-use","One use","2.90E-01"
"Products used for total knee arthroplasty, posterior stabilised femoral and tibial trialing set (size 3-6), reusable","One use","2.25E+00"
"Products used for total knee arthroplasty, posterior stabilised femoral implant, single-use","One use","8.82E+00"
"Products used for total knee arthroplasty, pre-operative adhesive glove, single-use","One use","1.20E-02"
"Products used for total knee arthroplasty, primary tibial baseplate implant, single-use","One use","3.00E+00"
"Products used for total knee arthroplasty, pulsed lavage system, single-use","One use","3.73E+00"
"Products used for total knee arthroplasty, red bag (linen laundering) with cable tie, single-use","One use","4.30E-02"
"Products used for total knee arthroplasty, ropivacaine 75mg in 10 ml (10 ml)","One item","3.90E-01"
"Products used for total knee arthroplasty, saw blade, single-use","One use","1.87E-01"
"Products used for total knee arthroplasty, scrubs, reusable","One use","7.70E-02"
"Products used for total knee arthroplasty, self-adherent bandage, single-use","One use","3.42E-01"
"Products used for total knee arthroplasty, semb bone holding forceps, reusable","One use","1.88E-01"
"Products used for total knee arthroplasty, shaver base, reusable","One use","4.40E-04"
"Products used for total knee arthroplasty, shaver head, single-use","One use","4.70E-02"
"Products used for total knee arthroplasty, skin stapler, single-use","One use","3.68E-01"
"Products used for total knee arthroplasty, sodium chloride 0.9% for irrigation (3 L bag)","One item","9.18E-01"
"Products used for total knee arthroplasty, sterile gloves (pair), single-use, waste stream: infectious waste","One use","1.24E-01"
"Products used for total knee arthroplasty, sterile gloves (pair), single-use, waste stream: infectious waste and non-infectious offensive waste","One use","1.20E-01"
"Products used for total knee arthroplasty, sterile gloves (two pair, latex free), single-use, waste stream: infectious waste","One use","1.81E-01"
"Products used for total knee arthroplasty, sterile gloves (two pair, latex free), single-use, waste stream: infectious waste and non-infectious offensive waste","One use","1.75E-01"
"Products used for total knee arthroplasty, sterile gloves (two pairs), single-use, waste stream: infectious waste","One use","1.85E-01"
"Products used for total knee arthroplasty, sterile gloves (two pairs), single-use, waste stream: infectious waste and non-infectious offensive waste","One use","1.80E-01"
"Products used for total knee arthroplasty, sticky label, single-use","One use","1.00E-03"
"Products used for total knee arthroplasty, suction receptacle, single-use","One use","1.92E-01"
"Products used for total knee arthroplasty, suction tip, single-use","One use","5.80E-02"
"Products used for total knee arthroplasty, suction tubing, single-use","One use","4.93E-01"
"Products used for total knee arthroplasty, surgical blade (10), single-use","One use","8.00E-03"
"Products used for total knee arthroplasty, surgical face mask with eye protection, single-use","One use","3.80E-02"
"Products used for total knee arthroplasty, surgical face mask, single-use","One use","1.70E-02"
"Products used for total knee arthroplasty, surgical gown (including hand towels), single-use, waste stream: infectious waste","One use","6.78E-01"
"Products used for total knee arthroplasty, surgical gown (including hand towels), single-use, waste stream: infectious waste and non-infectious offensive waste","One use","6.88E-01"
"Products used for total knee arthroplasty, surgical hat, single-use","One use","1.40E-02"
"Products used for total knee arthroplasty, suture (braided, absorbable 1-0, 803), single-use","One use","2.60E-02"
"Products used for total knee arthroplasty, suture (braided, absorbable 1-0, 932), single-use","One use","2.40E-02"
"Products used for total knee arthroplasty, suture (braided, absorbable, 2-0), single-use","One use","2.60E-02"
"Products used for total knee arthroplasty, suture (monofilament, absorbable 3-0, 696), single-use","One use","1.70E-02"
"Products used for total knee arthroplasty, suture (monofilament, absorbable, 3-0, 643), single-use","One use","1.70E-02"
"Products used for total knee arthroplasty, swab tray (large), single-use","One use","2.68E-01"
"Products used for total knee arthroplasty, swab tray (small), single-use","One use","1.28E-01"
"Products used for total knee arthroplasty, sweat bands for hood x3, single-use","One use","1.90E-02"
"Products used for total knee arthroplasty, symmetric patella implant, single-use","One use","5.12E-01"
"Products used for total knee arthroplasty, syringe (20 ml), single-use","One use","6.50E-02"
"Products used for total knee arthroplasty, syringe (50 ml), single-use","One use","1.37E-01"
"Products used for total knee arthroplasty, table drape (instruments), single-use","One use","1.50E+00"
"Products used for total knee arthroplasty, tibial bearing insert cruciate retaining implant, single-use","One use","1.01E+00"
"Products used for total knee arthroplasty, tibial bearing insert posterior stabilised implant, single-use","One use","1.11E+00"
"Products used for total knee arthroplasty, topical skin adhesive (0.8 g)","One item","3.93E+00"
"Products used for total knee arthroplasty, tourniquet pressure cuff (leg), single-use","One use","9.80E-01"
"Products used for total knee arthroplasty, transparent film adhesive dressing, single-use","One use","1.50E-02"
"Products used for total knee arthroplasty, tubular support bandage, single-use","One use","2.15E-01"
"Products used for total knee arthroplasty, wound closure strips, single-use","One use","7.00E-03"
"Products used for total knee arthroplasty, yellow/ black waste bag (non-infectious offensive waste) with cable tie from scrub room, single-use","One use","3.90E-02"
"Propofol (general anesthetic: GABA modulator)","One kilogram of active pharmaceutical ingredient (API)","2.10E+01"
"Propofol, API","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","1.00E-02"
"Propofol, liquid formulation (API and excipients)","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","1.01E+00"
"Prostate biopsy, bpMRI with systematic biopsy, 14–19 samples","One procedure","7.05E+01"
"Prostate biopsy, bpMRI, 2–5 targeted biopsy samples","One procedure","6.78E+01"
"Prostate biopsy, mpMRI with 2-5 targeted biopsy samples","One procedure","7.62E+01"
"Prostate biopsy, mpMRI with 12-core systematic biopsy","One procedure","7.89E+01"
"Prostate biopsy, MRI-fusion biopsy with 14–19 samples","One procedure","8.07E+01"
"Prostate biopsy, systematic 12-core biopsy without prostate MRI","One procedure","3.62E+01"
"Proton therapy, annual treatment provision","Provision over one year at unspecified department","2.54E+05"
"Proton therapy, one treatment course","One treatment course for one patient","2.30E+01"
"Provision of toothbrushes and toothpaste in schools, bamboo toothbrush","One five-year-old child receiving the community-based toothbrush intervention for one year (either supervised toothbrushing in schools or targeted provision of toothbrushes and toothpaste.","2.72E+00"
"Provision of toothbrushes and toothpaste in schools, plastic toothbrush","One five-year-old child receiving targeted provision of toothbrushes and toothpaste.","2.89E+00"
"Pulse lavage system, disposable, Ecopulse (power tool-driven)","Procedures at one hospital over one year (1800 uses)","3.00E+03"
"Pulse lavage system, disposable, Pulsvac Plus AC (AC-powered)","Procedures at one hospital over one year (1800 uses)","5.20E+03"
"Pulse lavage system, disposable, Pulsvac Plus Battery (battery-powered)","Procedures at one hospital over one year (1800 uses)","7.80E+03"
"Pulse oximeter","One item","5.23E-02"
"Pulse oximeters, reusable","One product","3.54E-01"
"Pulse oximeters, reusable, department-level high-use scenario","One emergecny department's use over one day","5.73E+00"
"Pulse oximeters, reusable, department-level low-use scenario","One emergecny department's use over one day","3.96E+00"
"Pulse oximeters, reusable, department-level moderate-use scenario","One emergecny department's use over one day","4.85E+00"
"Pulse oximeters, single-use","One product","1.56E-01"
"Pulse oximeters, single-use, department-level","One emergecny department's use over one day","2.34E+01"
"Qatar health system","Provision over one year, national","2.30E+09"
"Qatar health system, per capita","Provision over one year, per capita","8.35E+02"
"Quadripolar steerable catheter (Inquiry™, St. Jude Medical, Inc., St. Paul, MN, USA)","One item","8.10E+00"
"Radiation oncology care provision, pandemic period (2020 to 2021 fiscal year)","One fiscal year (pandemic period) of external beam radiation therapy treatments, radiation therapy visits, unplanned visits to the radiation nursing clinic or emergency department, and out-patient hospital and virtual visits provided by one radiation oncology department","1.33E+06"
"Radiation oncology care provision, pre-pandemic period (2019 to 2020 fiscal year)","One fiscal year (pre-pandemic) of external beam radiation therapy treatments, radiation therapy visits, unplanned visits to the radiation nursing clinic or emergency department, and out-patient hospital and virtual visits provided by one radiation oncology department","2.02E+06"
"Randomized controlled trials","Inclusion of a single participant in a randomized controlled trial for one year.","6.91E+01"
"Randomized controlled trials, CRASH-1","Inclusion of a single participant in a randomized controlled trial for one year.","9.20E+01"
"Randomized controlled trials, CRASH-2","Inclusion of a single participant in a randomized controlled trial for one year.","2.50E+01"
"Red blood cell transfusion","One unit of standard Red Blood Cell concentrate in saline-adenine-glucose-mannitol additive solution","7.56E+00"
"Regular floss","One person using the product every
day for 5 years","3.07E+00"
"Regular inter-dental brush (IDB)","One person using the product every
day for 5 years","2.11E+00"
"Remifentanil (analgesic: opioid (ultrashort acting))","One kilogram of active pharmaceutical ingredient (API)","1.03E+02"
"Renal service providing in-patient, out-patient, and dialysis care to a population of 865,000","Provision over one year","3.01E+06"
"Replaceable head inter-dental brush (IDB)","One person using the product every
day for 5 years","1.38E+00"
"Reprocessing of individually-wrapped surgical instrument","Per instrument reprocessed","1.89E-01"
"Reprocessing of surgical instrument set in aluminium container","Per instrument reprocessed","7.70E-02"
"Reprocessing of surgical instrument set in aluminium container","Per set reprocessed (containing 29 instruments)","2.25E+00"
"Reprocessing of surgical instrument set in tray wrap","Per set reprocessed (containing 29 instruments)","1.92E+00"
"Reprocessing of surgical instrument set in tray wrap","Per instrument reprocessed","6.60E-02"
"Republic of Korea health system","Provision over one year, national","3.77E+10"
"Republic of Korea health system, per capita","Provision over one year, per capita","7.27E+02"
"Republic of Moldova health system","Provision over one year, national","3.98E+08"
"Republic of Moldova health system, per capita","Provision over one year, per capita","1.51E+02"
"Resin-based composite for dental restoration","Restorative material required to complete one dental restoration","1.89E-01"
"Respirator face mask, filtering face piece (FFP), cup fit, polypropylene","One item","1.25E-01"
"Respirator face mask, filtering face piece (FFP), duckbill, polypropylene","One item","7.64E-02"
"Reusable linens, blanket","One use","7.32E-01"
"Reusable linens, curtains","One use","2.38E+00"
"Reusable linens, hand towel","One use","1.03E-01"
"Reusable linens, linen bag","One use","1.81E-01"
"Reusable linens, mop head","One use","2.80E-01"
"Reusable linens, patient gown","One use","1.73E-01"
"Reusable linens, pillow case","One use","7.10E-02"
"Reusable linens, pyjama bottom","One use","8.90E-02"
"Reusable linens, pyjama top","One use","1.08E-01"
"Reusable linens, scrub top","One use","8.90E-02"
"Reusable linens, scrub trousers","One use","1.10E-01"
"Reusable linens, sheet","One use","3.41E-01"
"Reusable linens, slidey sheet","One use","2.04E-01"
"Reusable linens, towel","One use","1.65E-01"
"Reusable medical device supply chain at Abrazo Central Hospital, reprocessed five times","Provision of the reprocessable medical device supply chain (including six devices: pulse oximeters, scissor tips, ultrasonic scalpels, DVT compression sleeves, endoscopic trocars, and LigaSure™ devices) at Abrazo Central Campus over one year","8.31E+03"
"Reusable medical device supply chain at Abrazo Central Hospital, reprocessed four times","Provision of the reprocessable medical device supply chain (including six devices: pulse oximeters, scissor tips, ultrasonic scalpels, DVT compression sleeves, endoscopic trocars, and LigaSure™ devices) at Abrazo Central Campus over one year","8.29E+03"
"Reusable medical device supply chain at Abrazo Central Hospital, reprocessed once","Provision of the reprocessable medical device supply chain (including six devices: pulse oximeters, scissor tips, ultrasonic scalpels, DVT compression sleeves, endoscopic trocars, and LigaSure™ devices) at Abrazo Central Campus over one year","8.13E+03"
"Reusable medical device supply chain at Abrazo Central Hospital, reprocessed three times","Provision of the reprocessable medical device supply chain (including six devices: pulse oximeters, scissor tips, ultrasonic scalpels, DVT compression sleeves, endoscopic trocars, and LigaSure™ devices) at Abrazo Central Campus over one year","8.27E+03"
"Reusable medical device supply chain at Abrazo Central Hospital, reprocessed twice","Provision of the reprocessable medical device supply chain (including six devices: pulse oximeters, scissor tips, ultrasonic scalpels, DVT compression sleeves, endoscopic trocars, and LigaSure™ devices) at Abrazo Central Campus over one year","8.22E+03"
"Reusable medical device supply chain at Abrazo Central Hospital, single-use","Provision of the reprocessable medical device supply chain (including six devices: pulse oximeters, scissor tips, ultrasonic scalpels, DVT compression sleeves, endoscopic trocars, and LigaSure™ devices) at Abrazo Central Campus over one year","7.86E+03"
"Rezūm handpiece","One item","3.30E+00"
"RF ablation irrigated catheter (SmartTouch SF®, Biosense Webster, Inc., CA, USA)","One item","1.18E+01"
"RF return electrode (Valleylab™ PolyHesive™ Corded Patient Return Electrodes, Medtronic, Inc. MN, USA)","One item","8.00E-01"
"Rhinoplasty","One procedure","1.70E+01"
"Rigid sterilization container, reusable, landfill","Sterile packaging of a standard format surgical instrument tray for 5000 sterilization cycles","2.85E+02"
"Rigid sterilization container, reusable, recycling","Sterile packaging of a standard format surgical instrument tray for 5000 sterilization cycles","2.70E+02"
"Robot-assisted laparoscopic prostatectomy","One procedure","4.73E+01"
"Robotic hysterectomy","One procedure","8.14E+02"
"Robotic hysterectomy products/devices containing single-use biopolymer(s)","Single-use medical devices and products used during one hysterectomy that contain petroleum-based plastics suitable for biopolymer substitution",""
"Robotic hysterectomy products/devices containing single-use plastic(s)","Single-use medical devices and products used during one hysterectomy that contain petroleum-based plastics suitable for biopolymer substitution",""
"Robotic port, hybrid","One use","1.43E-01"
"Robotic port, single-use","One use","8.17E-01"
"Robotic ports (two 5mm, two 10-11mm, clip applier), hybrid","One use","1.29E+00"
"Robotic ports (two 5mm, two 10-11mm, clip applier), single-use","One use","6.06E+00"
"Robotically-assisted laparoscopy for endometrial staging","One procedure","4.03E+01"
"Roche, pharmaceutical company","Provision over one year","7.02E+08"
"Rocuronium bromide (skeletal muscle relaxant: nondepolarizing (long acting))","One kilogram of active pharmaceutical ingredient (API)","1.44E+02"
"Romania health system","Provision over one year","4.08E+09"
"Romania health system","Provision over one year","5.68E+09"
"Romania health system","Provision over one year","4.54E+09"
"Romania health system","Provision over one year","4.28E+09"
"Romania health system","Provision over one year","5.84E+09"
"Romania health system","Provision over one year","5.17E+09"
"Romania health system","Provision over one year","5.06E+09"
"Romania health system","Provision over one year","4.92E+09"
"Romania health system","Provision over one year","4.91E+09"
"Romania health system","Provision over one year","3.10E+09"
"Romania health system","Provision over one year","4.08E+09"
"Romania health system","Provision over one year","4.53E+09"
"Romania health system","Provision over one year","4.35E+09"
"Romania health system","Provision over one year","6.55E+09"
"Romania health system","Provision over one year, national","3.38E+09"
"Romania health system, per capita","Provision over one year, per capita","1.75E+02"
"Root canal treatment procedure","One standard two-visit root canal treatment","4.91E+00"
"Ropivacaine HCl (local anesthetic: amide (long acting))","One kilogram of active pharmaceutical ingredient (API)","3.60E+01"
